customer_id,name,email,country,effective_from,effective_to,is_current
83,Robin Vos,robin.vos409@rétàil.co.uk,NL,2025-01-28,,1
84,Milan de Boer,milàn.dé.boér372@corp.locàl,DE,2025-02-14,,1
85,Luuk Maas,luuk.maas654@example.com,DE,2025-02-27,,1
86,Robin Mulder,,NL,2025-02-20,2025-10-06,0
86,Robin Mulder,,FR,2025-10-06,,1
87,Romy Bos,romy.bos149@corp.locàl,FR,2025-02-25,,1
88,Lars Kuipers,làrs.kuipérs885@rétàil.co.uk,UK,2025-01-04,,1
89,Jordan Smit,jordan.smit119@example.com,UK,2025-02-24,,1
90,Sanne Kok,sanne.kok404@mail.nl,NL,2025-01-19,,1
91,Romy Smit,romy.smit709@mail.nl,DE,2024-12-23,,1
92,Lars Maas,lars.maas126@mail.nl,UK,2025-02-18,,1
93,Drew Bakker,,NL,2025-01-06,,1
94,Robin Meijer,robin.meijer460@example.com,NL,2024-12-14,2025-05-28,0
94,Robin Meijer,robin.meijer460@example.com,BE,2025-05-28,,1
95,Romy Bakker,romy.bàkkér984@màil.nl,FR,2025-02-25,,1
96,Chris Scholten,chris.scholten923@corp.local,FR,2025-02-28,2025-07-24,0
96,Chris Scholten,chris.scholten923@corp.local,DE,2025-07-24,,1
97,Romy van Dijk,romy.van.dijk389@corp.local,DE,2025-02-05,,1
98,Avery Meijer,àvéry.méijér351@corp.locàl,BE,2025-01-13,,1
99,Jamie Kok,jamie.kok851@retail.co.uk,FR,2024-12-02,2025-04-10,0
99,Jamie Kok,jamie.kok851@retail.co.uk,DE,2025-04-10,,1
100,Robin Jansen,robin.jansen25@corp.local,NL,2024-11-18,,1
101,Casey Jansen,casey.jansen977@retail.co.uk,DE,2025-03-03,,1
102,Kai Kok,kai.kok437@retail.co.uk,BE,2025-02-09,,1
103,Finn Smit,finn.smit809@example.com,DE,2024-12-26,,1
104,Finn Peters,finn.pétérs223@corp.locàl,BE,2024-12-15,,1
105,Kai Hendriks,kai.hendriks208@example.com,DE,2024-12-01,,1
106,Jesse Jansen,,FR,2024-11-18,,1
107,Sanne Mulder,sanne.mulder347@retail.co.uk,DE,2025-03-06,2025-10-04,0
107,Sanne Mulder,sanne.mulder347@retail.co.uk,FR,2025-10-04,,1
108,Robin Vos,robin.vos439@retail.co.uk,NL,2024-11-29,,1
109,Kai Kok,kai.kok916@retail.co.uk,DE,2025-02-21,,1
110,Jesse Willems,jesse.willems637@mail.nl,DE,2025-02-22,,1
111,Jamie Jansen,jamie.jansen443@corp.local,NL,2025-01-18,2025-07-02,0
111,Jamie Jansen,jamie.jansen443@corp.local,BE,2025-07-02,,1
112,Taylor Kuipers,taylor.kuipers588@retail.co.uk,BE,2024-12-31,,1
113,Jesse Peters,jesse.peters302@retail.co.uk,BE,2025-01-07,,1
114,Alex Bos,alex.bos645@example.com,NL,2024-11-24,,1
115,Romy Hendriks,romy.héndriks569@màil.nl,NL,2025-03-14,,1
116,Chris De Vries,chris.de.vries95@corp.local,NL,2025-01-09,,1
117,Jordan Maas,jordan.maas798@shop.eu,UK,2025-02-06,,1
118,Alex Smit,alex.smit363@retail.co.uk,UK,2025-01-15,,1
119,Lars Jansen,lars.jansen33@corp.local,FR,2024-12-16,,1
120,Robin Visser,,DE,2025-01-02,,1
121,Luuk Jansen,luuk.jansen386@retail.co.uk,UK,2025-01-02,,1
122,Casey Hendriks,,UK,2024-12-14,,1
123,Jesse Hendriks,jesse.hendriks922@example.com,DE,2025-03-13,,1
124,Jesse Kok,jéssé.kok228@màil.nl,BE,2025-01-05,,1
125,Sanne de Boer,sanne.de.boer864@retail.co.uk,FR,2025-03-14,,1
126,Finn de Boer,finn.de.boer429@shop.eu,BE,2024-11-25,,1
127,Romy Kok,romy.kok823@retail.co.uk,DE,2024-12-16,,1
128,Lars Smit,làrs.smit644@corp.locàl,DE,2025-02-18,2025-08-04,0
128,Lars Smit,làrs.smit644@corp.locàl,BE,2025-08-04,,1
129,Romy Klein,romy.klein568@mail.nl,FR,2025-01-20,,1
130,Chris Vos,chris.vos78@éxàmplé.com,DE,2025-01-16,2025-06-21,0
130,Chris Vos,chris.vos78@éxàmplé.com,UK,2025-06-21,,1
131,Chris Vos,chris.vos478@shop.eu,BE,2024-12-07,,1
132,Jamie de Boer,jamie.de.boer87@mail.nl,BE,2024-12-09,,1
133,Sam de Boer,sam.de.boer729@retail.co.uk,UK,2025-02-12,2025-08-02,0
133,Sam de Boer,sam.de.boer729@retail.co.uk,FR,2025-08-02,,1
134,Chris de Boer,chris.de.boer523@retail.co.uk,FR,2025-02-15,,1
135,Avery Hendriks,àvéry.héndriks445@corp.locàl,BE,2025-01-16,2025-05-24,0
135,Avery Hendriks,àvéry.héndriks445@corp.locàl,NL,2025-05-24,,1
136,Jesse De Vries,jesse.de.vries813@shop.eu,UK,2025-01-26,,1
137,Jordan Jansen,jordan.jansen39@mail.nl,BE,2025-02-07,,1
138,Drew Bos,drew.bos286@corp.local,BE,2024-11-23,,1
139,Casey Willems,,UK,2024-12-07,,1
140,Jordan Jansen,jordan.jansen179@corp.local,BE,2025-02-07,,1
141,Kai Bakker,kai.bakker70@example.com,UK,2025-02-17,,1
142,Kai Scholten,,DE,2025-02-28,,1
143,Jordan Vos,jordan.vos730@example.com,FR,2024-12-02,,1
144,Jordan Kuipers,jordan.kuipers913@retail.co.uk,DE,2024-12-08,,1
145,Eva Willems,eva.willems391@shop.eu,BE,2024-12-23,,1
146,Noa Kuipers,noa.kuipers728@shop.eu,BE,2024-11-28,,1
147,Drew Hendriks,,BE,2025-02-04,,1
148,Lars Klein,lars.klein598@shop.eu,BE,2025-03-05,,1
149,Taylor Vos,taylor.vos595@example.com,NL,2024-12-31,,1
150,Casey Bos,,NL,2025-03-16,,1
151,Noa Vos,noa.vos252@mail.nl,NL,2024-12-14,,1
152,Eva Vos,eva.vos689@shop.eu,FR,2024-12-15,,1
153,Eva Kok,,DE,2024-12-05,,1
154,Sam Maas,sàm.mààs923@rétàil.co.uk,DE,2024-12-21,2025-08-07,0
154,Sam Maas,sàm.mààs923@rétàil.co.uk,FR,2025-08-07,,1
155,Eva Vos,eva.vos558@mail.nl,NL,2025-02-17,,1
156,Avery van Leeuwen,avery.van.leeuwen353@shop.eu,NL,2024-11-20,,1
157,Milan Kuipers,milan.kuipers639@example.com,FR,2024-11-22,,1
158,Kai Vos,kai.vos445@corp.local,UK,2025-01-09,,1
159,Sanne Bakker,sanne.bakker719@mail.nl,BE,2025-01-05,2025-06-07,0
159,Sanne Bakker,sanne.bakker719@mail.nl,NL,2025-06-07,,1
160,Robin Mulder,robin.mulder57@shop.eu,UK,2024-12-24,,1
161,Jesse van Leeuwen,,DE,2024-12-25,,1
162,Alex van Dijk,alex.van.dijk852@mail.nl,FR,2025-03-06,,1
163,Jesse de Boer,jesse.de.boer995@example.com,UK,2024-11-29,2025-05-08,0
163,Jesse de Boer,jesse.de.boer995@example.com,DE,2025-05-08,,1
164,Sam van Leeuwen,sam.van.leeuwen963@mail.nl,NL,2025-01-06,,1
165,Sanne de Boer,sanne.de.boer721@corp.local,DE,2024-12-12,,1
166,Sam Meijer,sam.meijer628@corp.local,DE,2024-12-10,2025-06-11,0
166,Sam Meijer,sam.meijer628@corp.local,UK,2025-06-11,,1
167,Jamie van Leeuwen,jamie.van.leeuwen32@corp.local,NL,2024-12-03,2025-04-26,0
167,Jamie van Leeuwen,jamie.van.leeuwen32@corp.local,FR,2025-04-26,,1
168,Chris Kuipers,chris.kuipers535@shop.eu,FR,2025-02-27,,1
169,Taylor van Dijk,taylor.van.dijk31@mail.nl,UK,2025-01-10,2025-07-09,0
169,Taylor van Dijk,taylor.van.dijk31@mail.nl,BE,2025-07-09,,1
170,Lars Scholten,lars.scholten479@corp.local,DE,2025-01-08,,1
171,Chris van Leeuwen,chris.van.leeuwen446@mail.nl,DE,2025-01-25,,1
172,Alex Smit,alex.smit859@mail.nl,FR,2025-01-20,,1
173,Sam Scholten,sam.scholten147@corp.local,UK,2025-02-10,,1
174,Lars Visser,lars.visser811@shop.eu,BE,2025-03-03,,1
175,Casey van Dijk,casey.van.dijk462@example.com,FR,2024-12-09,2025-05-26,0
175,Casey van Dijk,casey.van.dijk462@example.com,NL,2025-05-26,,1
176,Avery Smit,avery.smit842@mail.nl,UK,2024-12-23,,1
177,Jesse Klein,jesse.klein154@shop.eu,BE,2025-01-10,,1
178,Finn Kok,,NL,2024-12-10,,1
179,Finn Maas,finn.maas693@retail.co.uk,BE,2025-02-15,2025-09-13,0
179,Finn Maas,finn.maas693@retail.co.uk,FR,2025-09-13,,1
180,Luuk Kuipers,luuk.kuipers96@shop.eu,DE,2024-11-28,2025-08-15,0
180,Luuk Kuipers,luuk.kuipers96@shop.eu,FR,2025-08-15,,1
181,Drew Smit,drew.smit631@example.com,UK,2025-02-04,2025-07-27,0
181,Drew Smit,drew.smit631@example.com,FR,2025-07-27,,1
182,Lars van Dijk,lars.van.dijk432@shop.eu,NL,2024-12-06,,1
183,Eva Bakker,eva.bakker413@retail.co.uk,BE,2025-01-11,,1
184,Noa De Vries,noa.de.vries103@example.com,NL,2025-01-10,,1
185,Chris Hendriks,chris.héndriks193@shop.éu,UK,2024-12-09,,1
186,Jordan Kuipers,jordan.kuipers914@retail.co.uk,UK,2024-11-29,,1
187,Kai De Vries,kai.de.vries889@shop.eu,DE,2025-01-07,,1
188,Noa Peters,noa.peters83@corp.local,UK,2025-02-09,2025-09-26,0
188,Noa Peters,noa.peters83@corp.local,FR,2025-09-26,,1
189,Jordan Visser,jordan.visser32@shop.eu,UK,2025-02-05,,1
190,Casey van Dijk,casey.van.dijk156@mail.nl,BE,2024-12-11,,1
191,Casey Mulder,casey.mulder88@corp.local,DE,2024-12-10,2025-07-03,0
191,Casey Mulder,casey.mulder88@corp.local,FR,2025-07-03,,1
192,Eva Maas,eva.maas707@retail.co.uk,NL,2024-12-09,,1
193,Luuk de Boer,luuk.dé.boér249@corp.locàl,DE,2024-12-09,,1
194,Luuk Bakker,luuk.bakker644@retail.co.uk,UK,2025-01-29,,1
195,Finn Kuipers,finn.kuipers872@corp.local,DE,2025-02-10,,1
196,Luuk Vos,luuk.vos681@màil.nl,NL,2024-12-29,,1
197,Avery Kok,àvéry.kok317@rétàil.co.uk,DE,2025-03-06,,1
198,Kai De Vries,,UK,2024-11-23,,1
199,Finn van Leeuwen,finn.van.leeuwen608@shop.eu,DE,2025-02-13,,1
200,Jordan van Leeuwen,jordan.van.leeuwen517@retail.co.uk,UK,2025-02-05,,1
201,Casey De Vries,casey.de.vries209@corp.local,FR,2024-12-01,2025-06-09,0
201,Casey De Vries,casey.de.vries209@corp.local,NL,2025-06-09,,1
202,Taylor van Leeuwen,,NL,2025-01-29,,1
203,Kai Hendriks,kài.héndriks417@corp.locàl,NL,2024-12-21,,1
204,Chris Smit,,UK,2024-12-19,,1
205,Sam Peters,sam.peters73@retail.co.uk,UK,2025-01-30,,1
206,Chris Visser,chris.visser933@mail.nl,DE,2025-01-06,2025-08-17,0
206,Chris Visser,chris.visser933@mail.nl,BE,2025-08-17,,1
207,Eva Hendriks,eva.hendriks100@retail.co.uk,FR,2025-03-03,,1
208,Milan Maas,,BE,2025-02-24,,1
209,Sanne De Vries,sànné.dé.vriés684@shop.éu,FR,2025-01-14,,1
210,Romy Maas,romy.maas446@corp.local,UK,2025-01-19,,1
211,Romy De Vries,romy.de.vries782@mail.nl,DE,2024-11-22,,1
212,Drew Kok,drew.kok313@shop.eu,FR,2025-02-01,,1
213,Alex Maas,alex.maas445@mail.nl,UK,2024-12-02,,1
214,Noa De Vries,noa.de.vries325@shop.eu,FR,2025-01-11,2025-07-09,0
214,Noa De Vries,noa.de.vries325@shop.eu,BE,2025-07-09,,1
215,Robin Kok,robin.kok103@mail.nl,NL,2024-12-27,2025-07-28,0
215,Robin Kok,robin.kok103@mail.nl,UK,2025-07-28,,1
216,Lars Scholten,làrs.scholtén251@shop.éu,DE,2024-12-25,,1
217,Sanne Bos,sanne.bos395@shop.eu,DE,2025-01-21,,1
218,Casey van Dijk,casey.van.dijk266@retail.co.uk,FR,2024-12-07,,1
219,Luuk Scholten,luuk.scholten347@corp.local,DE,2025-01-22,,1
220,Casey Maas,casey.maas63@mail.nl,FR,2025-01-08,,1
221,Eva Meijer,eva.meijer131@example.com,NL,2025-01-04,,1
222,Eva Maas,eva.maas298@retail.co.uk,NL,2025-01-03,2025-09-12,0
222,Eva Maas,eva.maas298@retail.co.uk,BE,2025-09-12,,1
223,Finn van Leeuwen,finn.van.leeuwen649@retail.co.uk,FR,2024-11-20,,1
224,Luuk Kok,luuk.kok283@example.com,UK,2024-12-25,,1
225,Robin Visser,robin.visser354@retail.co.uk,DE,2024-11-25,,1
226,Luuk Willems,luuk.willems10@mail.nl,FR,2025-02-04,,1
227,Jordan Maas,jordan.maas116@example.com,FR,2025-01-05,,1
228,Kai Willems,kai.willems933@example.com,DE,2024-12-11,2025-05-20,0
228,Kai Willems,kai.willems933@example.com,UK,2025-05-20,,1
229,Lars Bakker,lars.bakker122@shop.eu,DE,2025-01-20,2025-10-20,0
229,Lars Bakker,lars.bakker122@shop.eu,BE,2025-10-20,,1
230,Luuk Kuipers,luuk.kuipérs751@màil.nl,NL,2025-02-14,2025-08-17,0
230,Luuk Kuipers,luuk.kuipérs751@màil.nl,DE,2025-08-17,,1
231,Jamie de Boer,,FR,2024-12-14,,1
232,Eva Willems,eva.willems894@mail.nl,UK,2025-01-10,2025-07-05,0
232,Eva Willems,eva.willems894@mail.nl,DE,2025-07-05,,1
233,Taylor Jansen,taylor.jansen465@example.com,UK,2025-01-30,,1
234,Robin Vos,robin.vos10@retail.co.uk,BE,2024-11-22,,1
235,Chris Bakker,,UK,2024-12-31,,1
236,Chris Kuipers,chris.kuipers90@corp.local,BE,2024-12-21,,1
237,Noa Hendriks,noa.hendriks408@example.com,BE,2024-12-17,,1
238,Drew van Leeuwen,drew.van.leeuwen711@retail.co.uk,NL,2025-03-17,,1
239,Alex De Vries,alex.de.vries36@mail.nl,BE,2025-03-13,,1
240,Taylor De Vries,taylor.de.vries26@retail.co.uk,UK,2025-01-31,,1
241,Milan Klein,milan.klein497@retail.co.uk,UK,2024-12-08,2025-09-03,0
241,Milan Klein,milan.klein497@retail.co.uk,BE,2025-09-03,,1
242,Noa Peters,noa.peters127@retail.co.uk,DE,2025-02-19,2025-07-27,0
242,Noa Peters,noa.peters127@retail.co.uk,NL,2025-07-27,,1
243,Romy van Dijk,romy.vàn.dijk114@màil.nl,NL,2024-12-18,,1
244,Sam Vos,sam.vos659@corp.local,BE,2024-12-23,,1
245,Jordan Bakker,jordan.bakker51@retail.co.uk,UK,2025-01-24,,1
246,Jesse Smit,jesse.smit13@corp.local,DE,2025-01-11,,1
247,Noa Meijer,noa.meijer198@corp.local,UK,2025-01-22,,1
248,Romy Peters,romy.peters716@corp.local,BE,2025-02-10,,1
249,Finn Meijer,finn.meijer664@corp.local,DE,2025-03-06,,1
250,Romy de Boer,romy.de.boer709@example.com,UK,2024-12-17,,1
251,Lars van Leeuwen,lars.van.leeuwen698@example.com,DE,2024-12-03,,1
252,Noa Maas,noa.maas546@corp.local,NL,2025-03-03,,1
253,Luuk Bos,,NL,2024-12-29,,1
254,Lars van Leeuwen,lars.van.leeuwen837@example.com,FR,2025-01-14,,1
255,Jesse Peters,jesse.peters389@retail.co.uk,BE,2025-02-02,2025-09-13,0
255,Jesse Peters,jesse.peters389@retail.co.uk,FR,2025-09-13,,1
256,Avery Kuipers,avery.kuipers369@example.com,FR,2025-01-05,,1
257,Chris Mulder,chris.mulder139@shop.eu,DE,2024-12-19,,1
258,Lars Klein,,NL,2025-02-07,,1
259,Noa Peters,noa.peters54@shop.eu,BE,2024-12-25,,1
260,Kai Kok,kai.kok382@shop.eu,BE,2024-12-22,,1
261,Alex De Vries,,DE,2024-12-22,2025-08-22,0
261,Alex De Vries,,UK,2025-08-22,,1
262,Finn Jansen,,NL,2025-01-12,2025-06-25,0
262,Finn Jansen,,BE,2025-06-25,,1
263,Kai Vos,kai.vos203@shop.eu,NL,2025-02-08,,1
264,Chris De Vries,chris.dé.vriés573@màil.nl,DE,2025-02-08,2025-08-25,0
264,Chris De Vries,chris.dé.vriés573@màil.nl,NL,2025-08-25,,1
265,Alex Bakker,alex.bakker262@mail.nl,BE,2025-03-12,,1
266,Jesse Jansen,jesse.jansen788@retail.co.uk,DE,2025-01-02,,1
267,Eva Mulder,évà.muldér170@rétàil.co.uk,BE,2025-02-11,,1
268,Casey Kok,casey.kok608@mail.nl,DE,2025-01-26,,1
269,Jamie Bos,jamie.bos665@corp.local,DE,2025-02-16,,1
270,Avery Kok,avery.kok680@mail.nl,BE,2025-01-01,,1
271,Avery Kuipers,avery.kuipers205@example.com,UK,2025-03-05,,1
272,Drew Hendriks,drew.hendriks655@mail.nl,FR,2025-02-04,,1
273,Sanne Klein,sanne.klein790@mail.nl,FR,2025-03-08,,1
274,Drew Peters,drew.peters73@shop.eu,BE,2025-01-30,2025-10-21,0
274,Drew Peters,drew.peters73@shop.eu,DE,2025-10-21,,1
275,Luuk Bakker,luuk.bakker312@mail.nl,DE,2025-02-10,,1
276,Drew Scholten,,BE,2024-12-19,,1
277,Kai Bos,kai.bos871@shop.eu,FR,2024-12-09,,1
278,Eva Kok,évà.kok755@rétàil.co.uk,FR,2025-02-17,,1
279,Sam Smit,sam.smit580@shop.eu,NL,2025-01-27,,1
280,Milan Willems,milan.willems117@example.com,FR,2025-02-17,2025-09-29,0
280,Milan Willems,milan.willems117@example.com,NL,2025-09-29,,1
281,Alex Bos,alex.bos480@example.com,NL,2024-12-21,,1
282,Noa Scholten,noa.scholten545@corp.local,NL,2024-11-21,,1
283,Eva Bakker,eva.bakker501@corp.local,DE,2025-02-05,,1
284,Avery De Vries,,BE,2024-12-06,,1
285,Jordan Meijer,jordan.meijer279@retail.co.uk,BE,2025-02-27,,1
286,Lars Bos,lars.bos176@mail.nl,FR,2025-02-05,2025-07-15,0
286,Lars Bos,lars.bos176@mail.nl,NL,2025-07-15,,1
287,Milan Peters,milan.peters608@corp.local,DE,2024-12-14,,1
288,Jordan Vos,jordan.vos89@corp.local,FR,2025-03-02,2025-09-07,0
288,Jordan Vos,jordan.vos89@corp.local,NL,2025-09-07,,1
289,Drew van Leeuwen,drew.van.leeuwen829@shop.eu,FR,2025-01-10,,1
290,Jesse Meijer,jesse.meijer58@example.com,UK,2025-02-05,,1
291,Robin Scholten,robin.scholten870@corp.local,FR,2025-03-01,,1
292,Jamie Kok,jamie.kok479@shop.eu,BE,2024-12-07,,1
293,Chris Bos,chris.bos595@mail.nl,UK,2024-12-23,,1
294,Luuk Maas,luuk.maas532@corp.local,UK,2025-02-18,,1
295,Avery Kok,àvéry.kok397@rétàil.co.uk,FR,2025-03-09,,1
296,Finn Peters,finn.peters786@shop.eu,NL,2024-12-12,,1
297,Jamie van Leeuwen,jamie.van.leeuwen256@corp.local,FR,2025-03-13,,1
298,Taylor Smit,taylor.smit488@shop.eu,FR,2025-01-08,,1
299,Drew Willems,drew.willems138@example.com,BE,2025-02-13,,1
300,Jordan van Dijk,jordan.van.dijk146@example.com,FR,2025-02-04,,1
301,Alex Meijer,alex.meijer345@corp.local,UK,2025-01-28,,1
302,Luuk Jansen,luuk.jansen155@example.com,NL,2025-02-01,2025-06-10,0
302,Luuk Jansen,luuk.jansen155@example.com,DE,2025-06-10,,1
303,Sam Maas,sam.maas32@shop.eu,FR,2024-12-01,,1
304,Kai Willems,,NL,2025-01-14,,1
305,Jamie Jansen,jamie.jansen380@example.com,BE,2024-12-07,,1
306,Jamie De Vries,jamie.de.vries431@mail.nl,DE,2024-12-30,,1
307,Sam De Vries,sam.de.vries578@example.com,UK,2025-03-09,,1
308,Sanne Maas,sanne.maas685@shop.eu,UK,2025-02-15,,1
309,Jesse Kok,jesse.kok968@retail.co.uk,UK,2025-02-15,2025-11-11,0
309,Jesse Kok,jesse.kok968@retail.co.uk,NL,2025-11-11,,1
310,Milan Mulder,milàn.muldér924@shop.éu,NL,2024-12-01,,1
311,Avery Vos,àvéry.vos21@rétàil.co.uk,NL,2024-12-21,,1
312,Romy Vos,romy.vos846@retail.co.uk,NL,2024-12-07,,1
313,Robin Scholten,robin.scholten965@corp.local,BE,2025-01-02,,1
314,Jamie Maas,jamie.maas872@example.com,NL,2025-01-29,,1
315,Jamie Bos,jamie.bos498@shop.eu,NL,2024-12-08,2025-06-06,0
315,Jamie Bos,jamie.bos498@shop.eu,FR,2025-06-06,,1
316,Avery De Vries,avery.de.vries600@example.com,BE,2025-02-15,,1
317,Milan Willems,milan.willems799@retail.co.uk,BE,2025-01-20,,1
